,mail,clean_mail,num_characters,num_words,num_sentences,ham_or_spam
5116,Thanks. Fills me with complete calm and reassurance! ,thank fill complet calm reassur,53,10,2,0
5117,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,88,15,1,0
5118,Are you driving or training?,drive train,28,6,1,0
5119,Lol for real. She told my dad I have cancer,lol real told dad cancer,43,11,2,0
5120,PRIVATE! Your 2003 Account Statement for 078,privat 2003 account statement 078,44,8,2,1
5121,"Oops I did have it,  &lt;#&gt; ?",oop lt gt,32,14,1,0
5122,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",not enufcredeit tocallshal ileav uni 6 get bu yor hous,73,17,1,0
5123,"Hi Chikku, send some nice msgs",hi chikku send nice msg,30,7,1,0
5124,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",imposs argu alway treat like sub like never releas remind necessari,154,33,2,0
5125,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den 6 plu lor u workin oso rite den go orchard lor place go liao,107,27,1,0
5126,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonder okor great month cherish guy wish well day mojibiola,101,22,3,0
5127,Cuz ibored. And don wanna study,cuz ibor wan na studi,31,8,2,0
5128,Wot about on wed nite I am 3 then but only til 9!,wot wed nite 3 til 9,49,14,1,0
5130,Any way where are you and what doing.,way,37,9,1,0
5131,That sucks. I'll go over so u can do my hair. You'll do it free right?,suck ll go u hair ll free right,70,21,3,0
5132,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,s still work time also tri ad zero save check lt gt,114,30,4,0
5133,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep,116,29,2,0
5134,Sday only joined.so training we started today:),sday joinedso train start today,47,9,1,0
5135,Sorry * was at the grocers.,sorri grocer,27,7,1,0
5136,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pub near franki n benni near warner cinema,87,18,1,0
5137,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,164,35,4,1
5138,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup havent want go yoga call book,88,22,3,0
5139,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus m get owe face,228,55,5,0
5140,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagin would realli gentl unlik doc treat patient like turkey,102,20,2,0
5142,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,start dont stop pray good idea anyth see help guy ill forward link,133,29,2,0
5143,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin im helen fone im gon na b princ 2 nite pleas come tb love kate,88,21,1,0
5144,I'm in office now da:)where are you?,m offic da,36,12,1,0
5145,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u poor thing give u support k jia ll think u,77,22,3,0
5146,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintent bad time great finger train play along give fifteen min warn,104,20,4,0
5147,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden readi summer free select summer bulb seed worth scotsman saturday stop go2 notxtcouk,156,28,2,1
5148,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),k come wenev u lik come also tel vikki come get free time,87,23,1,0
5149,Pls call me da. What happen.,pl call da happen,28,8,2,0
5150,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life,130,28,1,0
5151,No problem with the renewal. I.ll do it right away but i dont know his details.,problem renew ill right away dont know detail,79,18,2,0
5152,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk m sit stop shop park lot right bawl eye feel like m failur everyth nobodi want feel like m fail,184,43,3,0
5153,Haven't left yet so probably gonna be here til dinner,nt left yet probabl gon na til dinner,53,12,1,0
5154,"Like  &lt;#&gt; , same question",like lt gt question,31,11,1,0
5155,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new year eve ok went parti boyfriend si hey,85,22,3,0
5156,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir need velusami sir s date birth compani bank facil detail,77,16,1,0
5157,K k:) sms chat with me.,k k sm chat,23,9,1,0
5158,I will come with karnan car. Please wait till 6pm will directly goto doctor.,come karnan car pleas wait till 6pm directli goto doctor,76,16,2,0
5159,No but the bluray player can,bluray player,28,6,1,0
5160,Ok... Then r we meeting later?,ok r meet later,30,8,1,0
5161,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,lol need cash nitro hurri come crash,75,20,3,0
5162,Just send a text. We'll skype later.,send text ll skype later,36,10,2,0
5163,Ok leave no need to ask,ok leav need ask,23,6,1,0
5165,ÌÏ still got lessons?  ÌÏ in sch?,ìï still got lesson ìï sch,33,9,2,0
5166,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,dun believ leh tot told s true alreadi thk muz c us tog believ,99,27,3,0
5167,Oh did you charge camera,oh charg camera,24,5,1,0
5168,"I‰Û÷ve got some salt, you can rub it in my open wounds if you like!",got salt rub open wound like,67,17,1,0
5169,Now i'm going for lunch.,m go lunch,24,7,1,0
5170,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,m school n ll da lab stuff give call ì r done,85,24,1,0
5172,"Aight, text me tonight and we'll see what's up",aight text tonight ll see s,46,12,1,0
5173,U 2.,u 2,4,3,1,0
5174,Water logging in desert. Geoenvironmental implications.,water log desert geoenvironment implic,55,8,2,0
5177,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",strang watch 2nd one m bed sweet dream miss u,86,21,3,0
5178,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,119,29,3,1
5179,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope u r ok said would text nt u seen let gentli pleas,101,27,1,0
5180,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe fuck love know fuck good hear voic need crave ca nt get enough ador ahmad kiss,157,45,9,0
5181,K sure am in my relatives home. Sms me de. Pls:-),k sure rel home sm de pl,49,16,3,0
5183,"Fuuuuck I need to stop sleepin, sup",fuuuuck need stop sleepin sup,35,8,1,0
5184,I'm in town now so i'll jus take mrt down later.,m town ll ju take mrt later,48,14,1,0
5185,I just cooked a rather nice salmon a la you,cook rather nice salmon la,43,10,1,0
5186,I uploaded mine to Facebook,upload mine facebook,27,5,1,0
5187,WHAT TIME U WRKIN?,time u wrkin,18,5,1,0
5189,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c s appli 08452810073 detail 18,142,36,2,1
5190,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,record indic u mayb entitl 5000 pound compens accid claim 4 free repli claim msg 2 stop txt stop,156,32,3,1
5192,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den muz chang plan liao go back yan jiu,69,17,1,0
5193,"It's wylie, you in tampa or sarasota?",s wyli tampa sarasota,37,10,1,0
5194,Ok... Take ur time n enjoy ur dinner...,ok take ur time n enjoy ur dinner,39,10,1,0
5195,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,darren say dat u meet da ge den dun meet 4 dinner co later u leav xy feel awkward den u meet 4 lunch lor,134,33,3,0
5196,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per logop,150,29,1,1
5197,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..,like cheap happi splash wine make feel better,85,20,2,0
5198,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,she fine difficulti phone work mine pl send anoth friend request,116,25,4,0
5199,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurt musta overdid mon,42,11,2,0
5200,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,call germani 1 penc per minut call fix line via access number 0844 861 85 85 prepay direct access wwwtelediscountcouk,151,29,5,1
5202,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount u get book,40,9,1,0
5204,How come she can get it? Should b quite diff to guess rite...,come get b quit diff guess rite,61,15,2,0
5205,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptxt,160,27,3,1
5207,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",babe m answer ca nt see mayb d better reboot ym got photo s great,109,29,4,0
5208,Hi.what you think about match?,hiwhat think match,30,6,1,0
5209,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,329,67,6,0
5210,Dai i downloaded but there is only exe file which i can only run that exe after installing.,dai download exe file run exe instal,91,19,1,0
5211,It is only yesterday true true.,yesterday true true,31,7,1,0
5212,K.k.how is your business now?,kkhow busi,29,6,1,0
5213,3 pa but not selected.,3 pa select,22,6,1,0
5217,Well thats nice. Too bad i cant eat it,well that nice bad cant eat,38,10,2,0
5218,I accidentally brought em home in the box,accident brought em home box,41,8,1,0
5219,Pls she needs to dat slowly or she will vomit more.,pl need dat slowli vomit,51,12,1,0
5220,I have to take exam with in march 3,take exam march 3,35,9,1,0
5221,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babe goin 2 wrk feel ill lst nite fone alreadi cover 4 chuck,89,24,3,0
5222,5 nights...We nt staying at port step liao...Too ex,5 night nt stay port step liao ex,51,13,1,0
5223,If I die I want u to have all my stuffs.,die want u stuff,40,12,1,0
5224,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",oh fuck juswok bed boatin dock slept wid 25 year old spinout giv u da gossip l8r xxx,112,31,6,0
5227,I re-met alex nichols from middle school and it turns out he's dealing!,remet alex nichol middl school turn s deal,71,15,1,0
5228,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,privat 2003 account statement fone show 800 unredeem s i m point call 08715203656 identifi code 42049 expir 261004,146,27,3,1
5229,It means u could not keep ur words.,mean u could keep ur word,35,9,1,0
5230,"Nope, I'm still in the market",nope m still market,29,8,1,0
5231,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,realis busi guy m tri bother get exam outta way tri car gr8 day,143,37,3,0
5233,Hey what how about your project. Started aha da.,hey project start aha da,48,11,2,0
5234,Ok cool. See ya then.,ok cool see ya,21,7,2,0
5235,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,uworld site buy qbank buy self assess also,98,23,2,0
5237,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,someonon know tri contact via date servic find could call mobil landlin 09064015307 box334sk38ch,155,28,2,1
5238,Yeah I can still give you a ride,yeah still give ride,32,8,1,0
5239,"Jay wants to work out first, how's 4 sound?",jay want work first s 4 sound,43,12,1,0
5240,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gud k chikku tke care sleep well gud nyt,48,13,1,0
5242,Hmm thinking lor...,hmm think lor,19,4,1,0
5243,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,cours nt teas know simpli must see grin keep post prey love smile devour kiss,133,34,3,0
5244,thanks for the temales it was wonderful. Thank. Have a great week.,thank temal wonder thank great week,66,15,3,0
5245,Thank you princess! I want to see your nice juicy booty...,thank princess want see nice juici booti,58,13,2,0
5246,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,nt eaten day m sit stare juici pizza ca nt eat med ruin life,119,29,3,0
5248,U come n search tat vid..not finishd..,u come n search tat vid finishd,38,10,1,0
5249,"K I'm leaving soon, be there a little after 9",k m leav soon littl 9,45,12,1,0
5250,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent pleas call 09061213237 landlin cash 4 holiday await collect cs sae po box 177 m227xi 16,127,29,5,1
5251,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",yeah work fine start last week stuff dull easi guy fun,99,24,1,0
5252,You do your studies alone without anyones help. If you cant no need to study.,studi alon without anyon help cant need studi,77,17,2,0
5253,Please tell me not all of my car keys are in your purse,pleas tell car key purs,55,13,1,0
5254,I didnt get anything da,didnt get anyth da,23,5,1,0
5255,Ok... Sweet dreams...,ok sweet dream,21,5,1,0
5256,Well she's in for a big surprise!,well s big surpris,33,9,1,0
5258,1 in cbe. 2 in chennai.,1 cbe 2 chennai,23,8,2,0
5259,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,help u swoop pick u wherev ur bird r meet u want,82,19,1,0
5260,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,anyon call treadmil say ll buy make sure work found ad craigslist sell lt gt,127,34,3,0
5261,I absolutely LOVE South Park! I only recently started watching the office.,absolut love south park recent start watch offic,74,14,2,0
5262,Did you see that film:),see film,23,7,1,0
5263,Pls speak with me. I wont ask anything other then you friendship.,pl speak wont ask anyth friendship,65,14,2,0
5265,Gud ni8.swt drms.take care,gud ni8swt drmstake care,26,4,1,0
5266,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,152,34,2,0
5267,Anything lar then Ì_ not going home 4 dinner?,anyth lar ì go home 4 dinner,45,10,1,0
5268,\ER,er,3,1,1,0
5269,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",nt prize go anoth custom c wwwtcbiz 18 150pmin polo ltd suit 373 london w1j 6hl pleas call back busi,145,32,2,1
5270,Did u fix the teeth?if not do it asap.ok take care.,u fix teeth asapok take care,51,14,1,0
5271,So u wan 2 come for our dinner tonight a not?,u wan 2 come dinner tonight,45,12,1,0
5272,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",hellohow u u 2 u b move flat co need arrang pick lamp etc take care hello carolin,152,40,3,0
5273,Its too late:)but its k.wish you the same.,late kwish,42,12,1,0
5274,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",hi hope ur day good back walk tabl book half eight let know ur come,101,26,4,0
5275,Oh yeah clearly it's my fault,oh yeah clearli s fault,29,7,1,0
5276,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh cant rememb mayb lor wat time r meet tmr,63,15,2,0
5277,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",best msg s hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,168,44,1,0
5278,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award prize guarante call 09061790126 land line claim 3030 valid 12hr 150ppm,144,27,5,1
5280,"Vikky, come around  &lt;TIME&gt; ..",vikki come around lt time gt,35,12,1,0
5281,"And how you will do that, princess? :)",princess,38,11,2,0
5282,I have gone into get info bt dont know what to do,gone get info bt dont know,49,12,1,0
5283,"Yeah, probably here for a while",yeah probabl,31,7,1,0
5286,I'm still pretty weak today .. Bad day ?,m still pretti weak today bad day,40,10,1,0
5287,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,hey nt forget mine possess properti mmm childish smile,113,26,2,0
5288,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),excel thought misundrstud frnd knw u hate bt day wen u ll knw truth u ll hate urself gn,119,33,1,0
5289,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congrat 2u2 id luv 2 ive 2 go home,50,15,3,0
5290,Dear where you. Call me,dear call,23,6,2,0
5291,Xy trying smth now. U eat already? We havent...,xy tri smth u eat alreadi havent,47,12,3,0
5292,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,urgent pleas call 09061213237 landlin cash luxuri 4 canari island holiday await collect cs sae po box 177 m227xi 150ppm 16,155,34,7,1
5293,I donno its in your genes or something,donno gene someth,38,8,1,0
5294,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,xma iscom ur award either cd gift voucher free entri 2 r weekli draw txt music 87066 tnc wwwldewcom1win150ppmx3age16subscript,157,24,1,1
5295,Alex says he's not ok with you not being ok with it,alex say s ok ok,51,13,1,0
5296,Are u coming to the funeral home,u come funer home,32,7,1,0
5297,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,darl sister s school resum minimum wait period reappli take care,125,27,5,0
5298,I.ll hand her my phone to chat wit u,ill hand phone chat wit u,36,9,1,0
5299,Well good morning mr . Hows london treatin' ya treacle?,well good morn mr how london treatin ya treacl,55,12,2,0
5300,I can't make it tonight,ca nt make tonight,23,6,1,0
5302,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,lt gt buck bank fee fix better call bank find,87,25,3,0
5303,"I can. But it will tell quite long, cos i haven't finish my film yet...",tell quit long co nt finish film yet,71,19,2,0
5304,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,pl ask macho much budget bb bold 2 co saw new one lt gt dollar,94,28,1,0
5305,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",hi miss call mumha beendrop red wine theplac adress,99,22,2,0
5306,Ill be at yours in about 3 mins but look out for me,ill 3 min look,51,13,1,0
5307,What you did in  leave.,leav,23,6,1,0
5308,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,m come back thursday yay gon na ok get money cheer oh yeah everyth alright how school call work,162,42,8,0
5309,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolli good way give u ticket sat eve 730 speak x,82,20,3,0
5310,"yeah, that's what I was thinking",yeah s think,32,8,1,0
5311,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,kk m go tirunelvali week see uncl alreadi spend amount take dress so want moneyi give feb 1,146,34,1,0
5312,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl,121,25,2,0
5313,My sister going to earn more than me da.,sister go earn da,40,10,1,0
5316,Jus finish watching tv... U?,ju finish watch tv u,28,7,1,0
5317,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",k fyi m back parent place south tampa might need deal somewher els,97,24,1,0
5318,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",good morn love go sleep wish great day full feel better opportun last thought babe love kiss,159,37,2,0
5319,Kothi print out marandratha.,kothi print marandratha,28,5,1,0
5320,But we havent got da topic yet rite?,havent got da topic yet rite,36,9,1,0
5321,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ok problem yup m go sch 4 rem correctli,64,17,1,0
5322,"Thanks, I'll keep that in mind",thank ll keep mind,30,8,1,0
5323,Aah bless! How's your arm?,aah bless s arm,26,8,2,0
5324,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sir salam alaikkumprid pleasur meet today tea shopw pleas send contact number qatarrakhesh indianpl save numberrespect regard,189,31,1,0
5325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",gal n boy walk park galcan hold ur hand boyi u think would run away galno jst wana c feel walk heaven princ gn,160,43,5,0
5326,What makes you most happy?,make happi,26,6,1,0
5327,Wishing you a wonderful week.,wish wonder week,29,6,1,0
5328,Sweet heart how are you?,sweet heart,24,6,1,0
5329,"Sir, waiting for your letter.",sir wait letter,29,7,1,0
5330,Dude im no longer a pisces. Im an aquarius now.,dude im longer pisc im aquariu,47,12,2,0
5331,X course it 2yrs. Just so her messages on messenger lik you r sending me,x cours 2yr messag messeng lik r send,72,16,2,0
5332,I think steyn surely get one wicket:),think steyn sure get one wicket,37,9,1,0
5333,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",neither sterm voic m studi fine sure thing resolv tho anyway fab hol,125,32,5,0
5334,"Garbage bags, eggs, jam, bread, hannaford wheat chex",garbag bag egg jam bread hannaford wheat chex,52,12,1,0
5335,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,s pride m almost lt gt year old nt takin money kid re suppos deal stuff grownup stuff nt tell,192,53,5,0
5336,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,sound better even im costum im sure time finish tomorrow txt end,126,28,2,0
5337,My birthday is on feb  &lt;#&gt;  da. .,birthday feb lt gt da,39,15,2,0
5338,So when do you wanna gym?,wan na gym,25,8,1,0
5339,You'd like that wouldn't you? Jerk!,d like would nt jerk,35,10,2,0
5340,Are u awake? Is there snow there?,u awak snow,33,9,2,0
5341,And of course you should make a stink!,cours make stink,38,9,1,0
5342,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg 150pmsg2 unsubscrib txt stop 2 84128 custcar 08712405020,156,30,2,1
5343,No go. No openings for that room 'til after thanksgiving without an upcharge.,go open room til thanksgiv without upcharg,77,15,2,0
5344,When you guys planning on coming over?,guy plan come,38,8,1,0
5345,Wat Ì_ doing now?,wat ì,17,5,1,0
5347,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,sir s 8hr trip bu last week anoth audit next wednesday think might drive time,133,31,3,0
5348,Do I? I thought I put it back in the box,thought put back box,40,12,2,0
5349,I'm home...,m home,11,4,1,0
5350,No one interested. May be some business plan.,one interest may busi plan,45,10,2,0
5351,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,yup s paragon havent decid whether 2 cut yet hee,67,16,2,0
5352,Good morning princess! Have a great day!,good morn princess great day,40,9,2,0
5353,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,guai ìï shd haf seen s naughti ìï free today go jog,84,21,2,0
5354,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,aiyo co sm ì ì neva repli wait 4 ì repli lar tot ì havent finish ur lab wat,100,27,2,0
5355,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",live simpl love also simpl laugh simpl win tooo simpl simpl difficult,145,35,3,0
5356,Tell me something. Thats okay.,tell someth that okay,30,7,2,0
5358,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,hmm shall bring bottl wine keep us amus joke ll still bring bottl red white see tomorrow,125,31,6,0
5359,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ur face test 1 2 3 4 5 6 7 8 9 lt gt select number tell ur face astrolog wait quick repli,133,39,2,0
5360,"Hey, iouri gave me your number, I'm wylie, ryan's friend",hey iouri gave number m wyli ryan s friend,56,15,1,0
5361,Yep get with the program. You're slacking.,yep get program re slack,42,10,2,0
5362,I'm in inside office..still filling forms.don know when they leave me.,m insid offic still fill formsdon know leav,70,15,1,0
5363,"I think your mentor is , but not 100 percent sure.",think mentor 100 percent sure,50,12,1,0
5364,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),call 09095350301 send girl erot ecstaci 60pmin stop text call 08712460324 nat rate,112,22,3,1
5366,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611,157,29,3,1
5367,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,tri figur m suppos see coupl differ peopl week said d get togeth nt set date,135,30,2,0
5368,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,import messag final contact attempt import messag wait custom claim dept expir 13404 call 08717507382,156,28,5,1
5369,Hi mom we might be back later than  &lt;#&gt; ,hi mom might back later lt gt,46,15,1,0
5370,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,date two start sent text talk sport radio last week connect think coincid,139,31,3,1
5371,"Lol, oh you got a friend for the dog ?",lol oh got friend dog,38,11,1,0
5372,"Ok., is any problem to u frm him? Wats matter?",ok problem u frm wat matter,46,13,2,0
5373,"K I'll head out in a few mins, see you there",k ll head min see,44,13,1,0
5376,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,nt want leav m bare stay sane fight constantli nt help,116,28,3,0
