clean_mail,num_characters,num_sentences,target
thought king hill thing,55,1,0
nope ll come onlin,27,1,0
also tell said happi birthday,35,1,0
bishan lei tot ì say lavend,39,2,0
boo time u get u suppos take shop today,70,3,0
u sound like manki scous boy steve like travel da bu homewot u inmind 4 recreat di eve,115,2,0
fyi m take quick shower epsilon like lt gt min,68,1,0
tuesday night r u 4 real,29,1,0
ye appt,27,1,0
got outta class gon na go gym,34,1,0
want sent lt gt mesag today that y sorri hurt,66,3,0
ìï write wat,21,1,0
ha would nt say nt read anyth way u seem nt like 2 judgement save friday pub,139,3,0
valentin game send di msg ur friend 5 answer r someon realli love u que colour suit best,150,7,0
hi ask waheeda fathima leav,49,1,0
enjoy urself tmr,19,1,0
still around could use half8th,40,2,0
give us back id proof lt gt rs wont allow work come home within day,113,3,0
ìï bot note oredi co juz rem got,44,1,0
ye rent expens way save,51,2,0
how pain dear r u smile,33,1,0
fun fact although would think armand would eventu build toler shit consid much smoke get fuck like 2 hit,157,1,0
import inform 4 orang user 0789xxxxxxx today lucki day 2find log onto http wwwurawinnercom s fantast surpris await,163,2,1
great send account number,46,2,0
hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz,142,3,0
date servic ask 2 contact u someon shi call 09058091870 reveal pobox84 m26 3uz 150p,126,3,1
ìï send content page,36,1,0
night sweet sleep well ve see exorc emili rose may never sleep hug snog,117,3,0
nt think what u got think use got good ni8,94,1,0
ca nt right second got ta hit peopl first,52,1,0
evri emot ds nt hav wordsevri wish ds nt hav prayr u smile world wit uothrwis even drop tear ds nt lik 2 stay wit uso b happi good morn keep smile,180,2,0
rememb,39,2,0
ujhhhhhhh comput ship address sandiago parantella lane wtf poop,87,3,0
mm ye dear look hug p,47,2,0
like di sweater fr mango size alreadi irrit,70,1,0
1 nt number 2 gon na massiv pain ass d rather get involv s possibl,121,1,0
anytim lor,14,1,0
want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat,135,5,1
ur balanc next question complet landmark big a bob b barri c ben text b c 83738 good luck,133,5,1
fine absolutli fine,23,1,0
k re sure nt consent form v,64,1,0
ur tonex subscript renew charg choos 10 poli month wwwclubzedcouk bill msg,146,3,1
nt prize go anoth custom c wwwtcbiz 18 150pmin polo ltd suit 373 london w1j 6hl pleas call back busi,144,2,1
much torch 9ja,25,1,0
noth u dinner w us,45,1,0
check,36,2,0
done internet connect v slow send tri later first thing tomo,101,2,0
mathew tait edward anderson,38,1,0
yeah sure thing mate haunt got stuff sort im go sound anyway promot hex by way dont know number joke,142,3,0
need lar go engin co si art today,51,2,0
thank honey still nt heard anyth leav bit longer 2 crowd tri later great advic thank hope cardiff still,163,1,0
want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705,156,2,1
im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer,146,3,0
si m watch live,27,1,0
see re christmassi,41,1,0
k m readi lt gt,25,1,0
new year plan,30,1,0
recpt 13 order rington order process,72,3,1
baaaaaaaab wake miss crave need,60,5,0
got messag ignor ye shop,74,3,0
dear mood cant drive brother drive,61,2,0
dad get back,22,1,0
tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand,408,5,0
ye finish watch day live love,56,2,0
juz go googl n search 4 qet,31,1,0
mani time lose best one bcoz,45,1,0
good friend care close friend understand true friend stay forev beyond word beyond time gud ni8,138,2,0
get back home,22,1,0
sorri ll call later lt gt min,38,1,0
dun need use dial juz open da browser n surf,53,1,0
one regist subscrib u enter draw 4 100 gb gift voucher repli enter unsubscrib text stop,132,3,1
awesom plan get time like lt gt ll text detail wee bit,93,1,0
take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor u role life,283,1,0
chanc win free bluetooth headset simpli repli back adp,83,1,1
also didnt get na hi hi hi hi hi,36,1,0
ya cant display intern sub got ta extract,60,1,0
said anyth wrong sorri de,36,1,0
stupid say challeng godyou dont think write instead respond im,103,1,0
yeah abl ll text m readi meet,65,1,0
v skint fanci bevieswaz gona go meet othr spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,149,1,0
say s quit least5tim day wud nt take much notic nah nt mind gon na see want come taunton tonight u tell,200,5,0
get free call,26,1,0
littl darl far week need coffe run tomo ca nt believ s time week alreadi,124,2,0
still west coast haiz ìï ll take forev come back,65,1,0
mmm fuck merri christma,39,1,0
alright thank advic enjoy night ima tri get sleep,83,4,0
updat face book statu frequent,42,1,0
saw messageit k da,35,1,0
someth u ate,23,1,0
bank say money,41,1,0
aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,72,1,0
hey r watch movi tonight ll prob b home earli,66,1,0
yar lor u noe u use dat rout,43,2,0
2mro come gym machan goodnight,46,2,0
dont think need yellow card uk travel ask someon gone lt gt buck,116,3,0
u look 4 da lib got stuff havent finish yet,56,1,0
sound great im go sleep good night,55,3,0
nt b floppi b snappi happi gay chat servic photo upload call 08718730666 10pmin 2 stop text call 08712460324,137,3,1
come u got noth,29,1,0
noth ever easi nt look reason take risk life love,96,2,0
want grasp pretti booti,36,1,0
ve got tea sure flavour,49,2,0
m go 2 orchard lareadi reach soon u reach,61,2,0
dear deni word pleas,39,1,0
know old dom told yesterday name roger got touch last night want meet today 2 pm,141,3,0
come back tampa ffffuuuuuuu,30,1,0
2 celebr båõday els,30,1,0
merri christma u anni,31,1,0
pleas tell special stock talk,73,1,0
sent like,25,2,0
awesom minut,29,1,0
problem walk around julianaland oblivi go around say thing constantli go one ear go whatev want s nt know m upset s nt listen tell go upset want surpris m mad,381,5,0
ve told everyth stop dont let get dehydr,69,2,0
guess lt gt min,26,1,0
m home ard wat time u reach,36,2,0
want mapquest someth look usf dogwood drive,68,1,0
aight plan come later tonight,50,1,0
die accident delet e msg suppos 2 put e sim archiv haiz sad,89,4,0
welcom ukmobiled msg free give free call 08719839835 futur mg bill 150p daili cancel send go stop 89123,151,3,1
wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri,237,6,0
thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha,236,5,0
sorri flake last night shit s serious goin roommat tonight,95,1,0
said look pretti wif long hair wat thk s cut quit short 4 leh,85,2,0
cheer callin babesozi culdnt talkbut wannatel u detail later wenwecan chat properli x,99,1,0
hey u still gym,23,1,0
much better thank lol,26,1,0
noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meet,160,3,0
lem know swing pick m free basic time 1 semest,97,1,0
wa u effici gee thanx,39,1,0
3 receiv mobil content enjoy,47,3,1
abl sleep,24,1,0
want explicit sex 30 sec ring 02073162414 cost 20pmin,65,3,1
meet soon princess ttyl,33,2,0
ll pick 515pm go taunton still want come,76,1,0
oh 4 outsid player allow play know,49,1,0
anyth lor,15,1,0
erutupalam thandiyachu,22,1,0
cant u tri new invent fli m joke,51,1,0
ful song lyric,28,1,0
u reckon need 2 arrang transport u ca nt thank,69,1,0
true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss,159,3,0
shop eh ger toke abt syd leh haha,44,2,0
stand,24,1,0
good weekend,20,1,0
miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win,126,3,0
call get chanc plz lt 3,41,1,0
new deu ex game comin earli next yr,40,1,0
comput fri essenti part nt keep spare fuck idiot roommat looovvv leav thing run full lt gt 7,162,1,0
friend s studi warwick ve plan go shop concert tmw may cancel hav nt seen age yeah get togeth sometim,171,1,0
probabl coupl hour top,28,1,0
lol grin m babe thank think,62,2,0
man bu slow think re gon na get,71,2,0
hope text meet smile let text give reason smile beauti day,109,3,0
case wake wonder forgot take care someth grandma today done parad,135,1,0
latest nokia mobil ipod mp3 player proze guarante repli win 83355 norcorp,125,3,1
sm servic inclus text credit pl goto wwwcomuknet login 3qxj9 unsubscrib stop extra charg help 08702840625comuk 220cm2 9ae,158,4,1
nvm take ur time,17,1,0
wat s da decis,21,1,0
wot u 2 bitch,25,1,0
told hr want post chennai m work,74,1,0
mobil club choos top qualiti item mobil 7cfca1a,73,2,1
guy leav,26,1,0
neva grumbl sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ìï got lot work ar,149,4,0
abl anyth,24,1,0
ìï takin linear algebra today,30,1,0
weekend fine excus much decor,62,1,0
sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss,132,4,0
project pa come,43,1,0
money wine number 946 wot next,51,1,1
sure whenev show fuck gt,42,1,0
random saw old roomat campu graduat,58,2,0
men alway need beauti intellig care love adjust cooper wife law allow one wife,125,2,0
suck got plan yo valentin yo valentin nt,94,3,0
got part nottingham 3 hr 63mile good thing love man much 40mph hey ho,104,3,0
think one say clearli ok leav need ask go come,94,3,0
hi good mornin thanku wish u,39,1,0
u want 2 meet 2morro,26,1,0
actual decid hungri nt left yet v,60,1,0
ve sent ì part,22,1,0
co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor,158,2,0
want cock hubbi s away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec otbox 731 la1 7w,163,5,1
understand loss gain work school,58,3,0
u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt xx,120,4,0
hiya probabl come home weekend next,47,1,0
nt forget though love walk besid watch keep heart warm,110,2,0
wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli,205,4,0
ok day make dinner tonit invit,73,3,0
gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070,160,1,1
money 4 steve mate,31,2,0
im late tellmiss im way,29,1,0
normal use drink water daili,42,1,0
dare ask luck sort car,48,1,0
parti s place usf charg contribut way greatli appreci yeah got room one,137,1,0
urgh coach hot smell chip fat thank especi duvet predict text word,105,2,0
hiya last night ve naughti bought cloth littl readi shop tho kind time wan na meet,155,4,0
freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv,143,3,1
ve tri reach without success,45,1,0
derek done class,35,1,0
never lei v lazi got wat dat day ì send da url cant work one,78,3,0
never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl,159,2,0
hey mate spoke mag peopl deliv end month deliv 24th sept talk later,126,5,0
haha friend tyler liter ask could get dubsack,73,1,0
hey u fanci meetin 4 cha åð hav lil beverag txt ring meet l8r quit tire got 3 vpist love pete x x x,166,4,0
great safe trip dont panic surrend,50,3,0
symptom u love 1u like listen song 2u get stop u see name belov 3u wo nt get angri,142,1,0
sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor,120,1,0
tri someth dear read someth exam,54,2,0
gettin rdi ship comp,23,1,0
hospit da return home even,52,3,0
piss talk someon realis u point read backward,90,2,0
think da wil,23,2,0
m awak oh s,24,2,0
good afternoon boytoy goe walk day get polic abstract still wake miss babe,156,5,0
much u tri get,25,1,0
come around lt decim gt pm vikki m otsid nw il come tht time,73,1,0
tell address,34,1,0
buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,208,5,0
togeth thinkin,56,1,0
hiya how go sunni africa hope u r avin good time give big old silver back big kiss,112,3,0
time come tomorrow,35,1,0
wan na laugh tri chitchat mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd,156,3,1
cha quiteamuz thatåõscool babe,34,1,0
omg u know ate,30,1,0
urgent 2nd attempt contact u u 09071512432 b4 300603t csbcm4235wc1n3xxcallcost150ppmmobilesvari 50,148,4,1
,24,1,0
directli behind abt 4 row behind ì,46,1,0
congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066,115,1,1
contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,159,5,1
urgent call 09066350750 landlin complimentari 4 ibiza holiday 10000 cash await collect sae cs po box 434 sk3 8wp 150 ppm 18,152,3,1
plan yet,34,2,0
hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,142,2,0
cours math one day one chapter one month finish,75,2,0
wow nt think common take back ur freak unless u chop,95,3,0
noooooooo pleas last thing need stress life fair,77,3,0
u secret admir look 2 make contact ufind r reveal think ur specialcal 09065171142stopsms08718727870150ppm,158,1,1
ll see swing bit got thing take care firsg,79,1,0
want wish happi new year want talk legal advic gari split person ll make trip ptbo hope everyth good babe love ya,229,3,0
finish work yet someth,44,1,0
right wasnt phone someon number like,70,1,0
s ok wun b angri msg u aft come home tonight,53,2,0
good time nice someth bit differ weekend chang see ya soon,106,3,0
yo sorri shower sup,30,1,0
carlo pick ll swing usf littl bit,86,1,0
full heat pa appli oil pa,38,1,0
m stuck da middl da row da right hand side da lt,67,1,0
laid airtel line rest,39,1,0
hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf,97,1,0
freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hr 16 stop txtstop,144,2,1
hey j r u feel better,30,2,0
nt plan stay night prolli wo nt back til late,73,1,0
thanx 4 puttin da fone,35,2,0
need 8th m campu atm could pick hour two,72,1,0
oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,134,1,0
run manag 5 minut need oxygen might resort roller option,106,2,0
live next lt gt min,35,1,0
de ask like,22,1,0
glad talk,31,1,0
wat time ì finish,19,1,0
sorri da gone mad mani pend work,54,2,0
much got clean,29,1,0
how favourit person today r u workin hard could nt sleep last nite nearli rang u 430,101,3,0
sunshin quiz win super soni dvd record cannam capit australia text mquiz 82277 b,108,4,1
ìï call dad oredi,22,1,0
good think could send pix would love see top bottom,89,3,0
nvm m go wear sport shoe anyway m go late leh,75,3,0
sorri ll call later meet,34,1,0
long fuckin showr,27,1,0
receiv understood n act upon,34,1,0
final came fix ceil,37,1,0
u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha that mn prabha islov got dont mi,172,3,0
ju finish blow hair u finish dinner alreadi,52,2,0
m bu love,24,2,0
lol knew saw dollar store,54,3,0
today voda number end 7634 select receiv reward match pleas call 08712300220 quot claim code 7684 standard rate appli,166,2,1
saturday sunday holiday difficult,56,1,0
everybodi fun even miss,41,2,0
got hella ga money want go grand natur adventur galileo littl bit,89,1,0
oh wow that gay firmwar updat help,43,2,0
wo nt move morphin,43,2,0
come din c ì yup cut hair,43,1,0
k k pa lunch aha,26,1,0
captain vijaykanth comedi captain tv drunken,66,1,0
cours guess god s got hold right,55,2,0
hide anythi keep distanc,49,1,0
havent,7,1,0
rip get mobil content wwwclubmobycom call 08717509990 polytruepixringtonesgam six download 3,143,2,1
sorri din lock keypad,27,1,0
plan come chennai,33,1,0
tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705,155,1,1
god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg,157,3,0
okay go sleep later,38,3,0
final happen aftr decad beer cheaper petrol gover expect us drink nt drive,139,7,0
xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611,158,3,1
r e meet tmr,22,1,0
lol ye add spice day,48,2,0
prasanth ettan mother pass away last night pray famili,80,2,0
k ll work someth,26,1,0
privat 2003 account statement show 800 unredeem s i m point call 08718738002 identifi code 48922 expir 211104,136,3,1
messag great doctor india 1 drink appi fizz contain cancer caus age,106,2,0
call tell infront call,56,2,0
ok prob,13,1,0
ladi first genu second k,33,1,0
ye pleas swim,30,3,0
mum go robinson alreadi,31,1,0
ok set let u noe e detail later,35,1,0
tel softwar name,24,1,0
send print out da,26,1,0
im reali soz imat mum 2nite 2moro,49,1,0
born god said oh anoth idiot born,70,3,0
didnt get ur full msg sometext miss send,59,1,0
probabl m almost ga get cash tomorrow,64,1,0
custom servic announc recent tri make deliveri unabl pleas call 07099833605 reschedul ref9280114,152,3,1
forgot 2 ask ì smth s card da present lei ìï want 2 write smth sign,109,3,0
m leav hous,25,1,0
hi babe chloe r u smash saturday night great weekend u miss sp visionsmscom text stop stop 150ptext,160,5,1
ìï readi call,24,1,0
wewa 130 iriv 255 128 mb,36,3,0
good thing m get connect bw,55,1,0
sri da jst nw came home,36,1,0
s cool ll night lem know re around,66,1,0
stay town,25,1,0
haha yeah 2 oz kind shitload,37,1,0
ok u take shop u get paid d,44,1,0
alright ll bring see like lt gt min,63,1,0
pl dont play other life,33,1,0
eatin lunch,17,1,0
hmmmbut give one day,40,1,0
nt tri g decid head,43,1,0
ok prob,10,1,0
surli ill give come review,51,1,0
march end readi call sure problem capit never complet far s work ladi,154,5,0
pl give food prefer pap slowli load sugar take hour give water slowli,147,4,0
urgent mobil 07808726822 award bonu caller prize 020903 2nd attempt contact call 08718729758 box95qu,155,4,1
guy get use dumb realiz,50,1,0
okey dokey bit sort stuff,64,1,0
ye fine,9,1,0
like new mobil,22,1,0
anytim,10,1,0
mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,124,2,0
yar say got error,32,1,0
hey anyway,24,1,0
wow healthi old airport rd lor cant thk anyth els ll b bath dog later,95,4,0
wif famili book tour packag,35,1,0
say bold torch later one torch 2bold,59,2,0
haha awesom might need take doin tonight,73,1,0
ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit 1st salari,88,1,0
huh slow tot u reach long ago liao u 2 day 4 leh,77,1,0
that cool princess cover face hot sticki cum,64,2,0
big realli scrape barrel shower social misfit,76,1,0
oop thk dun haf enuff go check tell ì,55,2,0
8 min go lunch,26,1,0
hey happen u switch ur cell whole day isnt good u care give call tomorrow,112,5,0
k addi amp art ll get home,77,1,0
aiyo lesson earli m still sleepin haha oki u go home liao den confirm w lor,102,3,0
forgot tell ì smth ì like number section s clearer,79,1,0
yup anyth lor u dun wan s ok,42,2,0
m home love still awak love kiss,59,2,0
hello peach cake tast lush,32,2,0
free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli,153,6,1
ll minor shindig place later tonight interest,70,1,0
jason say s cool pick place like hour,70,1,0
mobil 10 mth updat latest cameravideo phone free keep ur number get extra free minstext text ye call,143,4,1
career tel ad u contact indyarockscom send free sm remov phonebook sm lt gt,124,2,0
ve reach alreadi,21,1,0
dont know ask brother noth problem thing told,77,3,0
k eng rock ash,25,1,0
wat time r ì go xin s hostel,36,1,0
good morn dear shijutta great amp success day,75,1,0
oh k placement ah,36,1,0
possess especi first offens,48,1,0
nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,175,2,0
bought test yesterday someth let know exact day u ovulatewhen get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,237,6,0
pizza u want,23,1,0
keep see weird shit bein woah realis s actual reason m oh,105,1,0
mani happi return day wish happi birthday,62,2,0
think u x,22,1,0
orh tot u say still dun believ,42,1,0
put sign choos number pin show right,79,2,0
beauti life next second hide thousand secret wish everi second wonder ur life gud n8,133,3,0
thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u soonxxx,91,4,0
re still mayb leav credit card get ga get back like told,99,1,0
weekli coolmob tone readi download week new tone includ 1 crazi frogaxel f 2 akonlon 3 black eyeddont p info n,160,1,1
well boy glad g wast night applebe noth,62,1,0
cashbincouk get lot cash weekend wwwcashbincouk dear welcom weekend got biggest best ever cash give away,155,3,1
ok lor u wan go look 4 u,34,1,0
u wan 2 haf lunch m da canteen,40,1,0
nt make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream,157,5,0
hey look like wrong one kappa guy number still phone want text see s around,133,1,0
thank 4 continu support question week enter u in2 draw 4 cash name new us presid txt an 80082,139,3,1
m home doc gave pain med say everyth fine,56,2,0
s 140 ard ìä rest ard 180 least price 4 2 bedrm 900,93,1,0
love night xxx,31,2,0
prepar pleasur,26,1,0
hi technic supportprovid assist us custom call email,83,2,0
text way cup stop work bu,76,2,0
when radio show,22,1,0
uniqu user id 1172 remov send stop 87239 custom servic 08708034412,89,2,1
m sure still avail though,42,1,0
watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel,120,2,0
cheer lou yeah goodnit shame u neva came c ya gailxx,62,3,0
hi got money da,24,1,0
ok u tell wat time u come later lor,46,1,0
u repeat e instruct wat s e road name ur hous,61,2,0
quit lor dun tell wait get complac,53,2,0
sorri complet forgot pop em round week still,73,1,0
u r beauti girl ive ever seen u r babi come c common room,87,2,0
cant see join deni mina deni want alon time,74,2,0
sen told go join uncl financ cbe,58,1,0
yup hey one day fri ask miwa jiayin take leav go karaok,80,1,0
call senthil hsbc,32,1,0
especi sinc talk boston person statement lol woulda chang realiz said nyc say boston,147,3,0
inde way either,51,1,0
urgent call 09066649731from landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150ppm 18,147,2,1
holi live christ take long,45,1,0
ìï thk wat eat tonight,29,1,0
thanx yup come back sun finish dinner go back 2 hotel time fli re tog 4 exactli mth today hope ll haf mani mth come,157,5,0
re opposit side drop,56,1,0
yup izzit still rain heavili co m e mrt ca nt c outsid,68,2,0
send resum,22,1,0
gd luck 4 ur exam,22,1,0
u ask next sat make m ok lor,84,2,0
sorri uncl ill keep touch,43,2,0
saw guy doll last night patrick swayz great,62,1,0
urgent 2nd attempt contact u prize yesterday still await collect claim call 09061702893,136,3,1
santa call would littl one like call santa xma eve call 09077818151 book time calls150ppm last 3min 30 c wwwsantacallingcom,158,4,1
come home nt want u miser,46,2,0
dont know she get messag,47,1,0
cool tyler take re gon na buy drop place later tonight total order quarter got enough,151,2,0
guy car shop flirt got phone number paperwork call text m nervou cours may address call boss tell know may get fire,240,3,0
plan manag,30,1,0
er hello thing quit go plan limp slowli home follow aa exhaust hang,114,1,0
sorri delay ye master,32,2,0
call u finish come n pick u,43,1,0
privat 2004 account statement 078498 7 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir 060505,153,3,1
s oga left phone home saw ur messag hope good great weekend,110,4,0
nt worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill,201,2,0
honey pl find much sell predict nigeria mani time use import repli monday,151,3,0
e admin build might b slightli earlier ll call u m reach,86,3,0
fyi m usf swing room whenev,46,1,0
call lt gt min that ok,41,1,0
ìï home work meh,29,1,0
anyth valuabl 2 situat first get second loos,98,1,0
mark take forev pick prescript pain come back,86,2,0
s ur paper,15,1,0
got smaller capac one quit ex,37,2,0
check choos babe video smsshsexnetun fgkslpopw fgkslpo,69,1,1
im good think,42,2,0
u r winner u ave special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 0871277810710pmin 18,152,1,1
,7,1,0
thought bout drink tap spile seven pub ga st broad st canal ok,111,3,0
go sleep tire travel,42,2,0
haha thinkin,29,1,0
yup s give problem mayb ll ju leav,68,1,0
lol tri make day littl interest,62,2,0
long get repli defer admiss til next semest,69,1,0
word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,145,1,0
po de need job aha,38,2,0
rat hey u ever vote next theme,46,2,0
new mobil 2004 must go txt nokia 89545 collect today www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,153,4,1
hope pee burn tonit,29,1,0
oh rite well im best mate pete went 4 week 2geva longer week,121,3,0
yay ca nt wait parti togeth,33,1,0
photoshop make comput shut,42,1,0
boy made fun today ok problem sent one messag fun,89,3,0
s one issu california okay snow manag,74,2,0
privat 2003 account statement show 800 unredeem s i m point call 08715203652 identifi code 42810 expir 29100,135,3,1
hmmm mayb tri e shoppin area one forgot e name hotel,71,1,0
awesom gon na soon later tonight,45,1,0
need detail onlin job,37,1,0
valu vodafon custom comput pick win prize collect easi call 09061743386,136,4,1
miss toopray inshah allah,33,1,0
pl help tell ashley cant find number oh,54,1,0
sthi increas chanc win,43,1,0
either way work lt gt year old hope doesnt bother,81,3,0
mayb find someth els instead,53,2,0
gain right wifedont demand iti tri husband toolet see,76,1,0
like new hous,22,1,0
m fine hope also,27,2,0
also north carolina texa atm would go gre site pay test result sent,109,1,0
u,12,1,0
ye babi need stretch open pussi,44,2,0
thank bomb date phone want say,58,2,0
hey guy know breath neck get bud anyway d abl get half track usf tonight,121,1,0
respons one power weapon 2 occupi place other heart,80,2,0
nokia phone lovli,22,1,0
free messag thank use auction subscript servic 18 150pmsgrcvd 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270,159,4,1
sorri da today wont come play drive cla,58,1,0
m realli sorri lit hair fire,40,1,0
oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent nt went trip oh nt babe go celebr rent,299,5,0
okey dokey swashbuckl stuff oh,39,1,0
1 tension face 2 smile face 3 wast face 4 innoc face 5terror face 6cruel face 7romant face 8lovabl face 9decent face lt gt joker face,158,5,0
dip s cell dead come u better respond els shall come back,82,3,0
well know mean text,35,3,0
hi di yiju would happi work wif ì gek1510,66,1,0
lol oop sorri fun,27,3,0
wat happen cruis thing,32,1,0
know dat feelin pete wuld get em nuther place nuther time mayb,85,2,0
lyricalladi 21f invit friend repli yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468,137,4,1
world s happiest frnd never charact dey best understand differ,126,1,0
yeah open chat click friend list make list easi pie,75,3,0
alright tyler s got minor crisi home sooner thought asap,92,1,0
whenwher pick,27,1,0
usual u call ard 10 smth,35,1,0
mani thing antibiot use chest abdomen gyna infect even bone infect,113,1,0
poor girl ca nt go one day lmao,31,1,0
6time,22,1,0
pl make note she expos also find school anyon els vomit dog cat hous let know later,166,4,0
sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,171,2,0
wors use half way stop better complet,76,2,0
miser nt tell u side effect birth control massiv gut wrench cramp first 2 month nt sleep last night,158,3,0
send new number,22,1,0
want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow,132,4,1
2 half year miss friendship,44,1,0
oh fuck s sake s like tallahasse,44,1,0
haha first person gon na ask,47,1,0
ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,146,3,1
taka lor wat time u wan 2 come n look 4 us,44,2,0
free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw,134,2,1
i reach anoth 2 stop,36,1,0
nt mean post wrote like mani time ve ritten stuff let sit feel time angri left hit send stop nt check phone got car nt said nt sleep bore would nt time clean fold laundri etc least make bed,415,11,0
warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show msgticket kioskvalid 4712 c c kiosk repli soni 4 mre film offer,181,4,1
come onlin today night,32,1,0
anyth special,22,1,0
m solihul want anyth,40,1,0
good day,24,2,0
regret inform u nh made mistakeu never actual bornpleas report 2 yor local hospit 2b terminatedw r sorri 4 inconveni,160,1,0
love holiday monday feel even go dentist hour,80,1,0
way tirupur,27,1,0
goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min,155,2,1
ve alreadi got flaki parent itsnot suppos child s job support parent re ride age anyway m suppos support ve hurt unintent hurt nonetheless,237,6,0
took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,134,5,0
drop em omw back,33,1,0
sit mu wait everyon get suit take shower,80,1,0
call nt see facebook huh,45,1,0
g say never answer text confirmdeni,48,1,0
common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,148,6,0
oh yah never cancel leh haha,38,1,0
go 4 e normal pilat intro,49,1,0
ok let u noe leav hous,38,1,0
oh ye like tortur watch england,48,1,0
wan na art,22,2,0
hope piss rememb gone sister someth,98,1,0
hi sexychat girl wait text text great night chat send stop stop servic,124,3,1
good morn boytoy s yummi lip s sexi bun think crave need,149,7,0
match startedindia lt gt 2,37,1,0
free call sir,22,1,0
hey want anyth buy,33,1,0
